fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_SO2,total_SO2,density,pH,sulphates,alcohol_pct,quality_score,methanol_content,impurity_ppm,is_fake
5.3821579672873705,4.837784616609967,6.05005026605388,3.860924387089299,0.0943147093886958,44.439093509580985,11.058599205656304,1.0043949702896846,3.277020236876093,0.5295185904675646,15.391492449633288,0.0022052662867376,4.400278564284497,6.77300676712336,0
7.020356137815603,4.667699199193417,12.911686862009756,1.4088389804049208,0.1008124634672609,40.2359588861277,60.30469097776705,0.9907674583798899,3.101415471278553,0.9052324177010574,12.756743015426297,0.3064494608707974,9.251091847037747,2.3021049604116177,0
7.38964268201586,7.536960773517096,5.089107341351079,1.7030292678546637,0.0483544520172107,51.08789206310272,18.437237752606965,1.0048096687712749,2.9222236134294843,0.8120024880757024,10.815823293750343,3.2543063931073024,-0.0070951450398348,2.8261447698157185,0
6.153853662949128,9.680930093010854,5.072172159189687,5.106952099984294,0.0244505226675812,58.82524224146235,21.44595406827144,1.0008018368007352,3.226587381132976,0.4490802165294529,13.638889808595316,1.023280835805411,3.3586080322793626,2.798609834539353,0
8.20824529738631,5.968359387996367,7.112574200899218,3.484222010880749,-0.0007897669891816,41.47057497843022,25.410228148261503,1.000790666332811,3.016947219091984,0.5493192314948304,14.215181104876317,6.038560737034008,7.6523239107378735,1.0778921623239035,0
8.931896341800355,7.010572775676139,4.013529101787013,2.00724656331244,0.0832542351633044,64.30095739751366,11.401760588548552,0.9959170360352312,3.4823658389342245,0.1957070409400288,13.857320175172168,2.374410445311808,8.525040370423604,9.866224050753464,0
6.4689207441132455,8.206974177109956,4.093160549236105,2.717243147882573,0.1430276600750835,73.70204727055341,95.19164774257786,0.9946775690013256,3.2264564137336733,0.0436039169517289,12.6754746798535,5.768739927615967,-0.022865301895245473,7.197325590687512,0
5.6419558868443165,5.053569528211189,6.677813190940682,7.234517832488737,0.0589591068137305,33.0104636029908,6.044576062736687,1.004507491260092,3.413769477911543,0.541953417491271,11.24404779667353,3.0266160502563912,7.48019026471343,4.221439004442964,0
8.664396715999963,7.108089880937743,8.283909688989013,6.060550287836951,0.0221045267386611,44.36239031593649,9.395203521534874,0.9938970711459973,3.300698019776775,0.6551631573808121,12.349870338475204,8.60379426032126,5.666558935773666,3.364358996242985,0
6.236985846188988,8.358601157194148,4.980046764192698,3.5050167493941187,0.0061659490878285,57.04832721937622,12.096270138742636,0.9999538251966985,2.8943663328043923,0.8712966535605152,12.802248346154776,1.9507102133454204,4.251350273063018,0.0248223831254879,0
8.009240278156671,6.952835696512985,5.5252993082333495,0.6700205009062115,0.105646268752524,51.11750574743397,39.08869818722954,0.9996221770028793,3.814187588533267,0.2835358312671216,14.209748964320443,4.8495149634046655,3.459043956188609,5.359389819044031,1
6.969051551720989,8.139632090144381,9.137736893324556,5.839220594629915,0.1024561198301265,46.94033004801383,34.02036638201716,1.002963282009622,3.397391103105694,0.993077198224515,13.369081328677677,7.294003074181255,3.3830132692622867,0.4510067262906719,0
7.975863258872219,5.164158672761782,5.416041172072504,3.386946633190685,0.0630954174028981,37.82196619493596,55.620614257699934,0.9908855814607909,3.556005851032177,0.807026845689792,9.080071037215522,5.591311084021879,8.254565416836236,3.363097268113878,0
8.210408820623677,8.948208969935735,7.546100383804372,-0.0128569227603684,0.0934589954095109,28.338677464578602,56.5444568352007,0.9980790420356773,2.816947578987425,1.1309043566307913,10.931837026368154,4.794350182506229,5.317927633428504,2.086339850002619,0
8.709750954613437,6.555489412223244,5.36757334410221,7.930318142157393,0.0526867538163242,76.27372858067791,9.926324915693126,0.9978326083044113,3.445655691657314,0.7589343795313349,11.195647883623176,2.3942695069051303,5.804836117525129,8.087777380571879,0
7.218505570555408,5.967140646415599,3.923823221336019,1.4422862710618618,-0.0001993686473094,50.04370401570892,12.575700063847046,0.9925212199210414,3.53536012593482,0.4341963680978751,11.732326886875532,7.980654217259991,1.961136474075306,0.5331238143093792,0
6.131021884366315,5.900479182818196,7.997187015938884,0.0113936152260362,0.0790470766594425,47.057420908326584,27.73714532986944,0.9990621709951795,3.2638143917597704,0.7548805640548067,14.056616247980967,7.4246957013102,0.4446878689080271,10.100989807050134,0
8.247183056606092,6.842551475975977,5.58601681659437,4.794674782147617,0.0312861739781182,73.43809237321543,30.961207471897417,0.9986442925368835,3.0192956697403925,0.5743304663948333,13.198117746635589,4.327206456773372,12.2272853444912,2.59417916809382,0
7.507839901877045,5.585548653203745,5.270850567540123,3.3211327993049897,0.0738814978744275,41.261530100023805,30.82218593458116,1.0021466594963644,2.8300728509929445,0.379602169754916,11.909713562587411,2.343715987560343,8.651687693866505,7.1060863512721655,0
